,Year,Month,Unemployment level,Date,Age
584,2003,Nov,885.0,2003-11,55 years and above
585,2004,Nov,879.0,2004-11,55 years and above
586,2005,Nov,781.0,2005-11,55 years and above
587,2006,Nov,776.0,2006-11,55 years and above
588,2007,Nov,808.0,2007-11,55 years and above
589,2008,Nov,1359.0,2008-11,55 years and above
590,2009,Nov,2060.0,2009-11,55 years and above
591,2010,Nov,2182.0,2010-11,55 years and above
592,2011,Nov,1986.0,2011-11,55 years and above
593,2012,Nov,1909.0,2012-11,55 years and above
594,2013,Nov,1622.0,2013-11,55 years and above
595,2014,Nov,1537.0,2014-11,55 years and above
596,2015,Nov,1312.0,2015-11,55 years and above
597,2016,Nov,1284.0,2016-11,55 years and above
598,2017,Nov,1150.0,2017-11,55 years and above
599,2018,Nov,1093.0,2018-11,55 years and above
600,2019,Nov,1022.0,2019-11,55 years and above
601,2020,Nov,2201.0,2020-11,55 years and above
602,2021,Nov,1227.0,2021-11,55 years and above
603,2022,Nov,947.0,2022-11,55 years and above
605,1969,Dec,308.0,1969-12,55 years and above
606,1970,Dec,506.0,1970-12,55 years and above
607,1971,Dec,493.0,1971-12,55 years and above
608,1972,Dec,428.0,1972-12,55 years and above
609,1973,Dec,366.0,1973-12,55 years and above
610,1974,Dec,542.0,1974-12,55 years and above
611,1975,Dec,713.0,1975-12,55 years and above
612,1976,Dec,600.0,1976-12,55 years and above
613,1977,Dec,582.0,1977-12,55 years and above
614,1978,Dec,445.0,1978-12,55 years and above
615,1979,Dec,424.0,1979-12,55 years and above
616,1980,Dec,515.0,1980-12,55 years and above
617,1981,Dec,617.0,1981-12,55 years and above
618,1982,Dec,855.0,1982-12,55 years and above
619,1983,Dec,735.0,1983-12,55 years and above
620,1984,Dec,614.0,1984-12,55 years and above
621,1985,Dec,573.0,1985-12,55 years and above
622,1986,Dec,509.0,1986-12,55 years and above
623,1987,Dec,471.0,1987-12,55 years and above
624,1988,Dec,469.0,1988-12,55 years and above
625,1989,Dec,518.0,1989-12,55 years and above
626,1990,Dec,525.0,1990-12,55 years and above
627,1991,Dec,658.0,1991-12,55 years and above
628,1992,Dec,682.0,1992-12,55 years and above
629,1993,Dec,662.0,1993-12,55 years and above
630,1994,Dec,555.0,1994-12,55 years and above
631,1995,Dec,549.0,1995-12,55 years and above
632,1996,Dec,545.0,1996-12,55 years and above
633,1997,Dec,460.0,1997-12,55 years and above
634,1998,Dec,502.0,1998-12,55 years and above
635,1999,Dec,462.0,1999-12,55 years and above
636,2000,Dec,462.0,2000-12,55 years and above
637,2001,Dec,787.0,2001-12,55 years and above
638,2002,Dec,916.0,2002-12,55 years and above
639,2003,Dec,874.0,2003-12,55 years and above
640,2004,Dec,808.0,2004-12,55 years and above
641,2005,Dec,798.0,2005-12,55 years and above
642,2006,Dec,780.0,2006-12,55 years and above
643,2007,Dec,859.0,2007-12,55 years and above
644,2008,Dec,1442.0,2008-12,55 years and above
645,2009,Dec,2113.0,2009-12,55 years and above
646,2010,Dec,2075.0,2010-12,55 years and above
647,2011,Dec,1928.0,2011-12,55 years and above
648,2012,Dec,1953.0,2012-12,55 years and above
649,2013,Dec,1695.0,2013-12,55 years and above
650,2014,Dec,1344.0,2014-12,55 years and above
651,2015,Dec,1111.0,2015-12,55 years and above
652,2016,Dec,1286.0,2016-12,55 years and above
653,2017,Dec,1241.0,2017-12,55 years and above
654,2018,Dec,1125.0,2018-12,55 years and above
655,2019,Dec,949.0,2019-12,55 years and above
656,2020,Dec,2262.0,2020-12,55 years and above
657,2021,Dec,1114.0,2021-12,55 years and above
658,2022,Dec,1032.0,2022-12,55 years and above
