,Year,Month,Unemployment Rate,Date,Age,Unnamed: 0,Unemployment level
3046,2006,Aug,2.9,2006-08,55 years and above,422,733.0
3047,2007,Aug,3.2,2007-08,55 years and above,423,847.0
3048,2008,Aug,4.2,2008-08,55 years and above,424,1168.0
3049,2009,Aug,6.8,2009-08,55 years and above,425,1978.0
3050,2010,Aug,7.4,2010-08,55 years and above,426,2241.0
3051,2011,Aug,6.6,2011-08,55 years and above,427,2056.0
3052,2012,Aug,5.8,2012-08,55 years and above,428,1896.0
3053,2013,Aug,5.0,2013-08,55 years and above,429,1674.0
3054,2014,Aug,4.5,2014-08,55 years and above,430,1527.0
3055,2015,Aug,3.8,2015-08,55 years and above,431,1319.0
3056,2016,Aug,3.5,2016-08,55 years and above,432,1248.0
3057,2017,Aug,3.1,2017-08,55 years and above,433,1152.0
3058,2018,Aug,3.0,2018-08,55 years and above,434,1144.0
3059,2019,Aug,2.6,2019-08,55 years and above,435,1004.0
3060,2020,Aug,7.6,2020-08,55 years and above,436,2923.0
3061,2021,Aug,3.9,2021-08,55 years and above,437,1483.0
3062,2022,Aug,2.7,2022-08,55 years and above,438,1018.0
3063,2023,Aug,2.7,2023-08,55 years and above,439,1036.0
3064,1969,Sep,2.2,1969-09,55 years and above,440,311.0
3065,1970,Sep,3.1,1970-09,55 years and above,441,450.0
3066,1971,Sep,3.2,1971-09,55 years and above,442,464.0
3067,1972,Sep,3.2,1972-09,55 years and above,443,462.0
3068,1973,Sep,2.7,1973-09,55 years and above,444,381.0
3069,1974,Sep,3.1,1974-09,55 years and above,445,439.0
3070,1975,Sep,4.6,1975-09,55 years and above,446,652.0
3071,1976,Sep,4.7,1976-09,55 years and above,447,674.0
3072,1977,Sep,4.0,1977-09,55 years and above,448,586.0
3073,1978,Sep,3.3,1978-09,55 years and above,449,486.0
3074,1979,Sep,2.9,1979-09,55 years and above,450,440.0
3075,1980,Sep,3.5,1980-09,55 years and above,451,518.0
3076,1981,Sep,3.8,1981-09,55 years and above,452,571.0
3077,1982,Sep,5.1,1982-09,55 years and above,453,783.0
3078,1983,Sep,5.0,1983-09,55 years and above,454,752.0
3079,1984,Sep,4.3,1984-09,55 years and above,455,644.0
3080,1985,Sep,4.0,1985-09,55 years and above,456,592.0
3081,1986,Sep,3.9,1986-09,55 years and above,457,587.0
3082,1987,Sep,3.4,1987-09,55 years and above,458,505.0
3083,1988,Sep,2.9,1988-09,55 years and above,459,437.0
3084,1989,Sep,3.0,1989-09,55 years and above,460,463.0
3085,1990,Sep,3.3,1990-09,55 years and above,461,503.0
3086,1991,Sep,3.8,1991-09,55 years and above,462,565.0
3087,1992,Sep,4.8,1992-09,55 years and above,463,728.0
3088,1993,Sep,4.6,1993-09,55 years and above,464,696.0
3089,1994,Sep,3.7,1994-09,55 years and above,465,582.0
3090,1995,Sep,3.6,1995-09,55 years and above,466,570.0
3091,1996,Sep,3.3,1996-09,55 years and above,467,527.0
3092,1997,Sep,3.0,1997-09,55 years and above,468,505.0
3093,1998,Sep,2.7,1998-09,55 years and above,469,469.0
3094,1999,Sep,2.6,1999-09,55 years and above,470,457.0
3095,2000,Sep,2.7,2000-09,55 years and above,471,511.0
3096,2001,Sep,3.3,2001-09,55 years and above,472,651.0
3097,2002,Sep,3.8,2002-09,55 years and above,473,818.0
3098,2003,Sep,4.0,2003-09,55 years and above,474,884.0
3099,2004,Sep,3.7,2004-09,55 years and above,475,857.0
3100,2005,Sep,3.6,2005-09,55 years and above,476,889.0
3101,2006,Sep,2.9,2006-09,55 years and above,477,756.0
3102,2007,Sep,3.1,2007-09,55 years and above,478,837.0
3103,2008,Sep,4.2,2008-09,55 years and above,479,1179.0
3104,2009,Sep,6.7,2009-09,55 years and above,480,1965.0
3105,2010,Sep,7.1,2010-09,55 years and above,481,2142.0
3106,2011,Sep,6.6,2011-09,55 years and above,482,2065.0
3107,2012,Sep,5.9,2012-09,55 years and above,483,1916.0
3108,2013,Sep,5.2,2013-09,55 years and above,484,1745.0
3109,2014,Sep,3.9,2014-09,55 years and above,485,1326.0
3110,2015,Sep,3.8,2015-09,55 years and above,486,1334.0
3111,2016,Sep,3.6,2016-09,55 years and above,487,1280.0
3112,2017,Sep,3.3,2017-09,55 years and above,488,1216.0
3113,2018,Sep,2.9,2018-09,55 years and above,489,1108.0
3114,2019,Sep,2.5,2019-09,55 years and above,490,975.0
3115,2020,Sep,6.8,2020-09,55 years and above,491,2566.0
3116,2021,Sep,3.6,2021-09,55 years and above,492,1354.0
3117,2022,Sep,2.4,2022-09,55 years and above,493,938.0
3118,1969,Oct,2.2,1969-10,55 years and above,495,324.0
3119,1970,Oct,3.1,1970-10,55 years and above,496,444.0
3120,1971,Oct,2.9,1971-10,55 years and above,497,426.0
3121,1972,Oct,3.5,1972-10,55 years and above,498,504.0
3122,1973,Oct,2.7,1973-10,55 years and above,499,380.0
3123,1974,Oct,3.1,1974-10,55 years and above,500,446.0
3124,1975,Oct,4.9,1975-10,55 years and above,501,703.0
3125,1976,Oct,4.5,1976-10,55 years and above,502,648.0
3126,1977,Oct,4.2,1977-10,55 years and above,503,619.0
3127,1978,Oct,3.1,1978-10,55 years and above,504,465.0
3128,1979,Oct,3.1,1979-10,55 years and above,505,465.0
3129,1980,Oct,3.3,1980-10,55 years and above,506,492.0
3130,1981,Oct,3.8,1981-10,55 years and above,507,565.0
3131,1982,Oct,5.4,1982-10,55 years and above,508,806.0
3132,1983,Oct,4.8,1983-10,55 years and above,509,721.0
3133,1984,Oct,4.6,1984-10,55 years and above,510,687.0
3134,1985,Oct,3.9,1985-10,55 years and above,511,581.0
3135,1986,Oct,4.1,1986-10,55 years and above,512,602.0
3136,1987,Oct,3.2,1987-10,55 years and above,513,487.0
3137,1988,Oct,2.8,1988-10,55 years and above,514,422.0
3138,1989,Oct,3.0,1989-10,55 years and above,515,466.0
3139,1990,Oct,3.6,1990-10,55 years and above,516,537.0
3140,1991,Oct,3.7,1991-10,55 years and above,517,547.0
3141,1992,Oct,4.9,1992-10,55 years and above,518,729.0
3142,1993,Oct,4.5,1993-10,55 years and above,519,682.0
3143,1994,Oct,4.0,1994-10,55 years and above,520,623.0
3144,1995,Oct,3.5,1995-10,55 years and above,521,563.0
3145,1996,Oct,3.2,1996-10,55 years and above,522,517.0
3146,1997,Oct,2.9,1997-10,55 years and above,523,477.0
3147,1998,Oct,2.7,1998-10,55 years and above,524,468.0
3148,1999,Oct,2.6,1999-10,55 years and above,525,466.0
3149,2000,Oct,2.7,2000-10,55 years and above,526,516.0
3150,2001,Oct,3.5,2001-10,55 years and above,527,689.0
3151,2002,Oct,3.9,2002-10,55 years and above,528,829.0
3152,2003,Oct,3.8,2003-10,55 years and above,529,847.0
3153,2004,Oct,3.8,2004-10,55 years and above,530,881.0
3154,2005,Oct,3.2,2005-10,55 years and above,531,788.0
3155,2006,Oct,3.0,2006-10,55 years and above,532,768.0
3156,2007,Oct,3.1,2007-10,55 years and above,533,830.0
3157,2008,Oct,4.5,2008-10,55 years and above,534,1287.0
3158,2009,Oct,6.9,2009-10,55 years and above,535,2027.0
3159,2010,Oct,7.1,2010-10,55 years and above,536,2150.0
3160,2011,Oct,7.0,2011-10,55 years and above,537,2203.0
3161,2012,Oct,5.9,2012-10,55 years and above,538,1940.0
3162,2013,Oct,5.5,2013-10,55 years and above,539,1849.0
3163,2014,Oct,4.1,2014-10,55 years and above,540,1415.0
3164,2015,Oct,3.5,2015-10,55 years and above,541,1220.0
3165,2016,Oct,3.7,2016-10,55 years and above,542,1342.0
3166,2017,Oct,3.2,2017-10,55 years and above,543,1158.0
3167,2018,Oct,2.9,2018-10,55 years and above,544,1081.0
3168,2019,Oct,2.7,2019-10,55 years and above,545,1022.0
3169,2020,Oct,5.5,2020-10,55 years and above,546,2067.0
3170,2021,Oct,3.5,2021-10,55 years and above,547,1334.0
3171,2022,Oct,2.4,2022-10,55 years and above,548,938.0
3172,1969,Nov,2.0,1969-11,55 years and above,550,289.0
3173,1970,Nov,3.3,1970-11,55 years and above,551,475.0
3174,1971,Nov,3.4,1971-11,55 years and above,552,493.0
3175,1972,Nov,2.8,1972-11,55 years and above,553,404.0
3176,1973,Nov,2.7,1973-11,55 years and above,554,382.0
3177,1974,Nov,3.2,1974-11,55 years and above,555,447.0
3178,1975,Nov,4.8,1975-11,55 years and above,556,676.0
3179,1976,Nov,4.5,1976-11,55 years and above,557,640.0
3180,1977,Nov,4.0,1977-11,55 years and above,558,597.0
3181,1978,Nov,3.0,1978-11,55 years and above,559,443.0
3182,1979,Nov,2.9,1979-11,55 years and above,560,432.0
3183,1980,Nov,3.4,1980-11,55 years and above,561,503.0
3184,1981,Nov,3.7,1981-11,55 years and above,562,551.0
3185,1982,Nov,5.5,1982-11,55 years and above,563,832.0
3186,1983,Nov,4.8,1983-11,55 years and above,564,724.0
3187,1984,Nov,4.4,1984-11,55 years and above,565,647.0
3188,1985,Nov,3.8,1985-11,55 years and above,566,559.0
3189,1986,Nov,3.8,1986-11,55 years and above,567,562.0
3190,1987,Nov,3.4,1987-11,55 years and above,568,510.0
3191,1988,Nov,2.8,1988-11,55 years and above,569,432.0
3192,1989,Nov,3.3,1989-11,55 years and above,570,510.0
3193,1990,Nov,3.5,1990-11,55 years and above,571,533.0
3194,1991,Nov,4.2,1991-11,55 years and above,572,620.0
3195,1992,Nov,4.7,1992-11,55 years and above,573,703.0
3196,1993,Nov,4.2,1993-11,55 years and above,574,628.0
3197,1994,Nov,3.9,1994-11,55 years and above,575,610.0
3198,1995,Nov,3.8,1995-11,55 years and above,576,603.0
3199,1996,Nov,3.0,1996-11,55 years and above,577,484.0
3200,1997,Nov,2.7,1997-11,55 years and above,578,460.0
3201,1998,Nov,3.0,1998-11,55 years and above,579,523.0
3202,1999,Nov,2.6,1999-11,55 years and above,580,455.0
3203,2000,Nov,2.8,2000-11,55 years and above,581,532.0
3204,2001,Nov,3.5,2001-11,55 years and above,582,692.0
3205,2002,Nov,3.6,2002-11,55 years and above,583,774.0
3206,2003,Nov,3.9,2003-11,55 years and above,584,885.0
3207,2004,Nov,3.7,2004-11,55 years and above,585,879.0
3208,2005,Nov,3.2,2005-11,55 years and above,586,781.0
3209,2006,Nov,3.0,2006-11,55 years and above,587,776.0
3210,2007,Nov,3.0,2007-11,55 years and above,588,808.0
3211,2008,Nov,4.8,2008-11,55 years and above,589,1359.0
3212,2009,Nov,7.0,2009-11,55 years and above,590,2060.0
3213,2010,Nov,7.2,2010-11,55 years and above,591,2182.0
3214,2011,Nov,6.3,2011-11,55 years and above,592,1986.0
3215,2012,Nov,5.8,2012-11,55 years and above,593,1909.0
3216,2013,Nov,4.9,2013-11,55 years and above,594,1622.0
3217,2014,Nov,4.5,2014-11,55 years and above,595,1537.0
3218,2015,Nov,3.7,2015-11,55 years and above,596,1312.0
3219,2016,Nov,3.6,2016-11,55 years and above,597,1284.0
3220,2017,Nov,3.1,2017-11,55 years and above,598,1150.0
3221,2018,Nov,2.9,2018-11,55 years and above,599,1093.0
3222,2019,Nov,2.6,2019-11,55 years and above,600,1022.0
3223,2020,Nov,5.8,2020-11,55 years and above,601,2201.0
3224,2021,Nov,3.2,2021-11,55 years and above,602,1227.0
3225,2022,Nov,2.5,2022-11,55 years and above,603,947.0
3226,1969,Dec,2.1,1969-12,55 years and above,605,308.0
3227,1970,Dec,3.5,1970-12,55 years and above,606,506.0
3228,1971,Dec,3.4,1971-12,55 years and above,607,493.0
3229,1972,Dec,3.0,1972-12,55 years and above,608,428.0
3230,1973,Dec,2.6,1973-12,55 years and above,609,366.0
3231,1974,Dec,3.8,1974-12,55 years and above,610,542.0
3232,1975,Dec,5.0,1975-12,55 years and above,611,713.0
3233,1976,Dec,4.2,1976-12,55 years and above,612,600.0
3234,1977,Dec,3.9,1977-12,55 years and above,613,582.0
3235,1978,Dec,3.0,1978-12,55 years and above,614,445.0
3236,1979,Dec,2.8,1979-12,55 years and above,615,424.0
3237,1980,Dec,3.5,1980-12,55 years and above,616,515.0
3238,1981,Dec,4.1,1981-12,55 years and above,617,617.0
3239,1982,Dec,5.7,1982-12,55 years and above,618,855.0
3240,1983,Dec,4.9,1983-12,55 years and above,619,735.0
3241,1984,Dec,4.1,1984-12,55 years and above,620,614.0
3242,1985,Dec,3.9,1985-12,55 years and above,621,573.0
3243,1986,Dec,3.4,1986-12,55 years and above,622,509.0
3244,1987,Dec,3.1,1987-12,55 years and above,623,471.0
3245,1988,Dec,3.1,1988-12,55 years and above,624,469.0
3246,1989,Dec,3.4,1989-12,55 years and above,625,518.0
3247,1990,Dec,3.5,1990-12,55 years and above,626,525.0
3248,1991,Dec,4.4,1991-12,55 years and above,627,658.0
3249,1992,Dec,4.6,1992-12,55 years and above,628,682.0
3250,1993,Dec,4.4,1993-12,55 years and above,629,662.0
3251,1994,Dec,3.5,1994-12,55 years and above,630,555.0
3252,1995,Dec,3.5,1995-12,55 years and above,631,549.0
3253,1996,Dec,3.4,1996-12,55 years and above,632,545.0
3254,1997,Dec,2.7,1997-12,55 years and above,633,460.0
3255,1998,Dec,2.9,1998-12,55 years and above,634,502.0
3256,1999,Dec,2.6,1999-12,55 years and above,635,462.0
3257,2000,Dec,2.4,2000-12,55 years and above,636,462.0
3258,2001,Dec,3.9,2001-12,55 years and above,637,787.0
3259,2002,Dec,4.3,2002-12,55 years and above,638,916.0
3260,2003,Dec,3.9,2003-12,55 years and above,639,874.0
3261,2004,Dec,3.4,2004-12,55 years and above,640,808.0
3262,2005,Dec,3.2,2005-12,55 years and above,641,798.0
3263,2006,Dec,3.0,2006-12,55 years and above,642,780.0
3264,2007,Dec,3.2,2007-12,55 years and above,643,859.0
3265,2008,Dec,5.0,2008-12,55 years and above,644,1442.0
3266,2009,Dec,7.2,2009-12,55 years and above,645,2113.0
3267,2010,Dec,6.8,2010-12,55 years and above,646,2075.0
3268,2011,Dec,6.2,2011-12,55 years and above,647,1928.0
3269,2012,Dec,5.9,2012-12,55 years and above,648,1953.0
3270,2013,Dec,5.1,2013-12,55 years and above,649,1695.0
3271,2014,Dec,3.9,2014-12,55 years and above,650,1344.0
3272,2015,Dec,3.2,2015-12,55 years and above,651,1111.0
3273,2016,Dec,3.6,2016-12,55 years and above,652,1286.0
3274,2017,Dec,3.4,2017-12,55 years and above,653,1241.0
3275,2018,Dec,3.0,2018-12,55 years and above,654,1125.0
3276,2019,Dec,2.5,2019-12,55 years and above,655,949.0
3277,2020,Dec,6.0,2020-12,55 years and above,656,2262.0
3278,2021,Dec,2.9,2021-12,55 years and above,657,1114.0
3279,2022,Dec,2.7,2022-12,55 years and above,658,1032.0
